time_value,geo_type,geo_value,rsv_pct_positive,flu_pct_positive,sarscov2_pct_positive,Season
2020-12-26,region,atlantic,0,0,NA,2020-2021
2020-12-26,province,qc,0,0,NA,2020-2021
2021-08-28,province,pe,0,0,NA,2020-2021
2021-08-28,province,on,1.25,0.08,NA,2020-2021
2021-08-28,province,bc,0.37,0,NA,2020-2021
2021-07-31,province,bc,0,0,NA,2020-2021
2021-08-28,province,ns,0,0,NA,2020-2021
2020-12-26,province,on,0.06,0,NA,2020-2021
2021-08-28,province,nl,0.36,0,NA,2020-2021
2021-08-28,province,nb,0,0,NA,2020-2021
2020-12-26,province,bc,0,0,NA,2020-2021
2021-08-28,province,mb,0,0,NA,2020-2021
2020-12-26,region,territories,0,0,NA,2020-2021
2020-08-29,region,atlantic,0,0,NA,2020-2021
2021-08-28,region,prairies,0,0,NA,2020-2021
2021-01-02,region,territories,0,0,NA,2020-2021
2020-10-24,province,bc,0,0,NA,2020-2021
2021-01-02,region,prairies,0.04,0.04,NA,2020-2021
2020-10-24,province,on,0.16,0.15,NA,2020-2021
2021-07-24,region,territories,0,0,NA,2020-2021
2021-01-02,region,atlantic,0.13,0,NA,2020-2021
2021-01-02,province,qc,0,0,NA,2020-2021
2020-10-17,region,territories,0,0,NA,2020-2021
2021-01-02,province,on,0.07,0,NA,2020-2021
2020-10-10,nation,ca,0.1,0.01,NA,2020-2021
2021-08-28,territory,nu,0,0,NA,2020-2021
2021-08-28,territory,nt,0,0,NA,2020-2021
2021-08-28,region,territories,0,0,NA,2020-2021
2021-01-02,province,bc,0,0,NA,2020-2021
2021-01-02,nation,ca,0.04,0.02,NA,2020-2021
2020-12-26,nation,ca,0.01,0,NA,2020-2021
2020-11-14,region,prairies,0.07,0,NA,2020-2021
2020-08-29,nation,ca,0.02,0.02,NA,2020-2021
2021-08-28,province,ab,0,0,NA,2020-2021
2021-07-31,province,qc,11.41,0,NA,2020-2021
2021-08-28,nation,ca,3.87,0.04,NA,2020-2021
2021-07-31,province,on,0,0,NA,2020-2021
2020-12-19,province,qc,0,0,NA,2020-2021
2020-10-24,region,atlantic,0,0,NA,2020-2021
2020-10-10,province,on,0,0,NA,2020-2021
2020-12-19,region,prairies,0.12,0.02,NA,2020-2021
2020-12-19,region,territories,0,0,NA,2020-2021
2020-12-19,region,atlantic,0,0.03,NA,2020-2021
2020-10-24,province,qc,0,0,NA,2020-2021
2021-08-21,province,ab,0,0.17,NA,2020-2021
2021-08-21,province,mb,0,0,NA,2020-2021
2021-08-21,territory,yt,0,0,NA,2020-2021
2021-08-21,province,sk,0,2.08,NA,2020-2021
2021-08-21,province,nb,0,0,NA,2020-2021
2021-08-21,province,nl,0.45,0,NA,2020-2021
2021-08-21,territory,nu,0,0,NA,2020-2021
2021-08-21,province,ns,0,0,NA,2020-2021
2021-08-21,province,pe,0,0,NA,2020-2021
2021-08-21,territory,nt,0,0,NA,2020-2021
2021-08-14,province,mb,0.09,0,NA,2020-2021
2021-08-14,province,ab,NA,NA,NA,2020-2021
2021-08-14,province,nb,0,0,NA,2020-2021
2021-08-14,province,nl,0.82,0,NA,2020-2021
2021-08-14,province,ns,0,0,NA,2020-2021
2021-08-14,province,pe,2.22,0,NA,2020-2021
2021-08-14,province,sk,0,0,NA,2020-2021
2021-08-14,territory,nt,NA,NA,NA,2020-2021
2021-08-14,territory,nu,NA,NA,NA,2020-2021
2021-08-14,territory,yt,0.81,0,NA,2020-2021
2021-08-07,province,nb,0,0,NA,2020-2021
2021-08-07,province,mb,0,0,NA,2020-2021
2021-08-07,province,nl,0.72,0,NA,2020-2021
2021-08-07,province,ns,0,0,NA,2020-2021
2021-08-07,province,pe,0,0,NA,2020-2021
2021-08-07,province,sk,0,0,NA,2020-2021
2021-08-07,territory,nt,0,0,NA,2020-2021
2021-08-07,territory,nu,0,0,NA,2020-2021
2021-08-07,territory,yt,0,0,NA,2020-2021
2021-08-07,province,ab,0,0,NA,2020-2021
2021-07-31,province,ab,0,0,NA,2020-2021
2021-07-31,province,sk,0,0,NA,2020-2021
2021-07-31,province,mb,0,0,NA,2020-2021
2021-07-31,province,nb,0,0,NA,2020-2021
2021-07-31,province,nl,NA,NA,NA,2020-2021
2021-07-31,province,ns,0,0,NA,2020-2021
2021-07-31,province,pe,0,0,NA,2020-2021
2021-07-31,territory,nt,0,0,NA,2020-2021
2021-07-31,territory,nu,0,0,NA,2020-2021
2021-07-31,territory,yt,0,0,NA,2020-2021
2021-07-24,territory,yt,0,0,NA,2020-2021
2021-07-24,territory,nt,0,0,NA,2020-2021
2021-07-24,territory,nu,0,0,NA,2020-2021
2021-07-24,province,ns,0,0,NA,2020-2021
2021-07-24,province,nl,0,0,NA,2020-2021
2021-07-24,province,ab,0,0,NA,2020-2021
2021-07-24,province,nb,0,0,NA,2020-2021
2021-07-24,province,mb,0,0,NA,2020-2021
2021-07-24,province,sk,0,0,NA,2020-2021
2021-07-24,province,pe,0,0,NA,2020-2021
2021-07-17,territory,nt,0,0,NA,2020-2021
2021-07-17,territory,nu,0,0,NA,2020-2021
2021-07-17,province,ab,0,0,NA,2020-2021
2021-07-17,province,pe,0,0,NA,2020-2021
2021-07-17,province,mb,0,0,NA,2020-2021
2021-07-17,province,ns,0,0,NA,2020-2021
2021-07-17,province,nl,0,0,NA,2020-2021
2021-07-17,province,nb,0,0,NA,2020-2021
2021-07-17,province,sk,0,0,NA,2020-2021
2021-07-17,territory,yt,0,0,NA,2020-2021
2021-07-10,province,pe,0,0,NA,2020-2021
2021-07-10,territory,yt,0,0,NA,2020-2021
2021-07-10,territory,nu,0,0,NA,2020-2021
2021-07-10,province,nb,0,0,NA,2020-2021
2021-07-10,province,nl,0,0,NA,2020-2021
2021-07-10,province,sk,0,0,NA,2020-2021
2021-07-10,province,mb,0,0,NA,2020-2021
2021-07-10,province,ns,0,0,NA,2020-2021
2021-07-10,territory,nt,0,0,NA,2020-2021
2021-07-10,province,ab,0,0,NA,2020-2021
2021-07-03,province,pe,0,0,NA,2020-2021
2021-07-03,province,ns,0,0,NA,2020-2021
2021-07-03,province,nl,0,0,NA,2020-2021
2021-07-03,province,nb,0,0,NA,2020-2021
2021-07-03,province,mb,0.09,0,NA,2020-2021
2021-07-03,territory,nt,0,0,NA,2020-2021
2021-07-03,territory,nu,0,0,NA,2020-2021
2021-07-03,territory,yt,0,0,NA,2020-2021
2021-07-03,province,sk,0,0,NA,2020-2021
2021-07-03,province,ab,0,0,NA,2020-2021
2021-06-26,province,sk,0,0,NA,2020-2021
2021-06-26,province,ab,0,0,NA,2020-2021
2021-06-26,territory,nt,0,0,NA,2020-2021
2021-06-26,territory,nu,0,0,NA,2020-2021
2021-06-26,territory,yt,0,0,NA,2020-2021
2021-06-26,province,nb,0,0,NA,2020-2021
2021-06-26,province,mb,0,0,NA,2020-2021
2021-06-26,province,nl,0,0,NA,2020-2021
2021-06-26,province,ns,0,0,NA,2020-2021
2021-06-26,province,pe,0,0,NA,2020-2021
2021-06-19,province,pe,0,0,NA,2020-2021
2021-06-19,province,mb,0,0,NA,2020-2021
2021-06-19,province,nb,0,0,NA,2020-2021
2021-06-19,province,nl,0,0,NA,2020-2021
2021-06-19,province,ns,0,0,NA,2020-2021
2021-06-19,territory,yt,0,0,NA,2020-2021
2021-06-19,territory,nu,0,0,NA,2020-2021
2021-06-19,territory,nt,0,0,NA,2020-2021
2021-06-19,province,sk,0,0,NA,2020-2021
2021-06-19,province,ab,NA,NA,NA,2020-2021
2021-06-12,province,ns,0,0,NA,2020-2021
2021-06-12,province,nl,0,0,NA,2020-2021
2021-06-12,province,nb,0,0,NA,2020-2021
2021-06-12,province,mb,0,0.06,NA,2020-2021
2021-06-12,territory,yt,0,0,NA,2020-2021
2021-06-12,territory,nu,0,0,NA,2020-2021
2021-06-12,province,pe,0,0,NA,2020-2021
2021-06-12,province,sk,0,0,NA,2020-2021
2021-06-12,territory,nt,0,0,NA,2020-2021
2021-06-12,province,ab,0,0,NA,2020-2021
2021-06-05,territory,yt,0,0,NA,2020-2021
2021-06-05,territory,nt,0,0,NA,2020-2021
2021-06-05,territory,nu,0,0,NA,2020-2021
2021-06-05,province,pe,0,0,NA,2020-2021
2021-06-05,province,ab,0,0,NA,2020-2021
2021-06-05,province,sk,0,0,NA,2020-2021
2021-06-05,province,ns,0,0,NA,2020-2021
2021-06-05,province,nl,0,0,NA,2020-2021
2021-06-05,province,nb,0,0,NA,2020-2021
2021-06-05,province,mb,0,0,NA,2020-2021
2021-05-29,province,sk,0,0,NA,2020-2021
2021-05-29,territory,nt,0,0,NA,2020-2021
2021-05-29,territory,yt,0,0,NA,2020-2021
2021-05-29,territory,nu,0,0,NA,2020-2021
2021-05-29,province,ab,0,0,NA,2020-2021
2021-05-29,province,pe,0,0,NA,2020-2021
2021-05-29,province,ns,0,0,NA,2020-2021
2021-05-29,province,nl,0,0,NA,2020-2021
2021-05-29,province,nb,0,0,NA,2020-2021
2021-05-29,province,mb,0,0,NA,2020-2021
2021-05-22,territory,yt,0,0,NA,2020-2021
2021-05-22,territory,nu,0,0,NA,2020-2021
2021-05-22,territory,nt,0,0,NA,2020-2021
2021-05-22,province,sk,0,0,NA,2020-2021
2021-05-22,province,mb,0,0.05,NA,2020-2021
2021-05-22,province,ab,0,0,NA,2020-2021
2021-05-22,province,nb,0,0,NA,2020-2021
2021-05-22,province,pe,0,0,NA,2020-2021
2021-05-22,province,ns,0,0,NA,2020-2021
2021-05-22,province,nl,0,0,NA,2020-2021
2021-05-15,province,pe,0,0,NA,2020-2021
2021-05-15,territory,nt,0,0,NA,2020-2021
2021-05-15,province,ns,0,0,NA,2020-2021
2021-05-15,province,nl,0,0,NA,2020-2021
2021-05-15,province,nb,0,0,NA,2020-2021
2021-05-15,province,mb,0,0.04,NA,2020-2021
2021-05-15,territory,yt,0,0,NA,2020-2021
2021-05-15,territory,nu,0,0,NA,2020-2021
2021-05-15,province,sk,0,0,NA,2020-2021
2021-05-15,province,ab,0,0.05,NA,2020-2021
2021-05-08,province,pe,0,0,NA,2020-2021
2021-05-08,province,ns,0,0,NA,2020-2021
2021-05-08,province,nl,0,0,NA,2020-2021
2021-05-08,province,sk,0,0,NA,2020-2021
2021-05-08,province,ab,0,0,NA,2020-2021
2021-05-08,territory,nt,0,0,NA,2020-2021
2021-05-08,territory,nu,0,0,NA,2020-2021
2021-05-08,territory,yt,0,0,NA,2020-2021
2021-05-08,province,mb,0,0,NA,2020-2021
2021-05-08,province,nb,0,0,NA,2020-2021
2021-05-01,territory,nt,0,0,NA,2020-2021
2021-05-01,territory,nu,0,0,NA,2020-2021
2021-05-01,province,ns,0,0,NA,2020-2021
2021-05-01,province,nl,0,0,NA,2020-2021
2021-05-01,province,nb,0,0,NA,2020-2021
2021-05-01,province,mb,0,0,NA,2020-2021
2021-05-01,province,pe,0,0,NA,2020-2021
2021-05-01,province,sk,0,0.01,NA,2020-2021
2021-05-01,province,ab,0,0,NA,2020-2021
2021-05-01,territory,yt,0,0,NA,2020-2021
2021-04-24,province,ns,0,0,NA,2020-2021
2021-04-24,province,nl,0,0,NA,2020-2021
2021-04-24,province,mb,0,0,NA,2020-2021
2021-04-24,province,ab,0,0,NA,2020-2021
2021-04-24,province,pe,0,0,NA,2020-2021
2021-04-24,province,nb,0,0,NA,2020-2021
2021-04-24,territory,nu,0,0,NA,2020-2021
2021-04-24,territory,yt,0,0,NA,2020-2021
2021-04-24,province,sk,0,0,NA,2020-2021
2021-04-24,territory,nt,0,0,NA,2020-2021
2021-04-17,province,ns,0,0,NA,2020-2021
2021-04-17,province,nl,0,0,NA,2020-2021
2021-04-17,province,nb,0,0,NA,2020-2021
2021-04-17,province,mb,0,0,NA,2020-2021
2021-04-17,province,ab,0,0,NA,2020-2021
2021-04-17,territory,yt,0,0,NA,2020-2021
2021-04-17,province,sk,0,0,NA,2020-2021
2021-04-17,territory,nt,0,0,NA,2020-2021
2021-04-17,territory,nu,0,0,NA,2020-2021
2021-04-17,province,pe,0.46,0,NA,2020-2021
2021-04-10,province,ab,0,0,NA,2020-2021
2021-04-10,province,pe,0,0,NA,2020-2021
2021-04-10,province,sk,0,0,NA,2020-2021
2021-04-10,province,mb,0,0.14,NA,2020-2021
2021-04-10,province,nb,0,0,NA,2020-2021
2021-04-10,province,nl,0,0,NA,2020-2021
2021-04-10,province,ns,0,0,NA,2020-2021
2021-04-10,territory,yt,0,0,NA,2020-2021
2021-04-10,territory,nu,0,0,NA,2020-2021
2021-04-10,territory,nt,0,0,NA,2020-2021
2021-04-03,province,pe,0,0,NA,2020-2021
2021-04-03,province,nl,0,0,NA,2020-2021
2021-04-03,province,ns,0,0,NA,2020-2021
2021-04-03,territory,yt,0,0,NA,2020-2021
2021-04-03,province,sk,0,0,NA,2020-2021
2021-04-03,province,ab,0,0,NA,2020-2021
2021-04-03,province,nb,0,0,NA,2020-2021
2021-04-03,territory,nt,0,0,NA,2020-2021
2021-04-03,territory,nu,0,0,NA,2020-2021
2021-04-03,province,mb,0,0,NA,2020-2021
2021-03-27,province,pe,0,0,NA,2020-2021
2021-03-27,province,sk,0.07,0,NA,2020-2021
2021-03-27,province,nb,0,0,NA,2020-2021
2021-03-27,province,nl,0,0,NA,2020-2021
2021-03-27,province,ab,0,0,NA,2020-2021
2021-03-27,province,mb,0,0,NA,2020-2021
2021-03-27,province,ns,0,0,NA,2020-2021
2021-03-27,territory,yt,0,0,NA,2020-2021
2021-03-27,territory,nt,0,0,NA,2020-2021
2021-03-27,territory,nu,0,0,NA,2020-2021
2021-03-20,territory,nt,0,0,NA,2020-2021
2021-03-20,territory,nu,0,0,NA,2020-2021
2021-03-20,territory,yt,0,0,NA,2020-2021
2021-03-20,province,sk,0,0,NA,2020-2021
2021-03-20,province,pe,0,0,NA,2020-2021
2021-03-20,province,ab,0,0,NA,2020-2021
2021-03-20,province,nl,0,0,NA,2020-2021
2021-03-20,province,ns,0,0,NA,2020-2021
2021-03-20,province,nb,0,0,NA,2020-2021
2021-03-20,province,mb,0,0,NA,2020-2021
2021-03-13,province,ab,0,0,NA,2020-2021
2021-03-13,territory,yt,0,0,NA,2020-2021
2021-03-13,territory,nu,0,0,NA,2020-2021
2021-03-13,territory,nt,0,0,NA,2020-2021
2021-03-13,province,pe,0,0,NA,2020-2021
2021-03-13,province,nb,0,0,NA,2020-2021
2021-03-13,province,ns,0,0,NA,2020-2021
2021-03-13,province,nl,0,0,NA,2020-2021
2021-03-13,province,mb,0,0,NA,2020-2021
2021-03-13,province,sk,0,0,NA,2020-2021
2021-03-06,province,pe,0,0,NA,2020-2021
2021-03-06,province,sk,0,0,NA,2020-2021
2021-03-06,province,ns,0,0,NA,2020-2021
2021-03-06,province,nl,0,0,NA,2020-2021
2021-03-06,province,nb,0,0,NA,2020-2021
2021-03-06,province,mb,0,0,NA,2020-2021
2021-03-06,province,ab,0,0,NA,2020-2021
2021-03-06,territory,nt,0,0,NA,2020-2021
2021-03-06,territory,yt,0,0,NA,2020-2021
2021-03-06,territory,nu,0,0,NA,2020-2021
2021-02-27,territory,nt,0,0,NA,2020-2021
2021-02-27,territory,nu,0,0,NA,2020-2021
2021-02-27,territory,yt,0,0,NA,2020-2021
2021-02-27,province,mb,0,0,NA,2020-2021
2021-02-27,province,nb,0,0,NA,2020-2021
2021-02-27,province,nl,0,0,NA,2020-2021
2021-02-27,province,ns,0,0,NA,2020-2021
2021-02-27,province,pe,0,0,NA,2020-2021
2021-02-27,province,ab,0,0,NA,2020-2021
2021-02-27,province,sk,0,0,NA,2020-2021
2021-02-20,province,ns,0,0,NA,2020-2021
2021-02-20,province,nl,0,0,NA,2020-2021
2021-02-20,province,sk,0,0,NA,2020-2021
2021-02-20,province,nb,0,0,NA,2020-2021
2021-02-20,province,mb,0.19,0,NA,2020-2021
2021-02-20,province,ab,0,0.04,NA,2020-2021
2021-02-20,territory,nt,0,0,NA,2020-2021
2021-02-20,province,pe,0,0,NA,2020-2021
2021-02-20,territory,yt,0,0,NA,2020-2021
2021-02-20,territory,nu,0,0,NA,2020-2021
2021-02-13,province,pe,0,0,NA,2020-2021
2021-02-13,province,nl,0.48,0.24,NA,2020-2021
2021-02-13,province,ab,0,0.04,NA,2020-2021
2021-02-13,province,mb,0,0,NA,2020-2021
2021-02-13,province,nb,0,0,NA,2020-2021
2021-02-13,territory,yt,NA,NA,NA,2020-2021
2021-02-13,province,ns,0,0,NA,2020-2021
2021-02-13,territory,nt,0,0,NA,2020-2021
2021-02-13,territory,nu,0,0,NA,2020-2021
2021-02-13,province,sk,0,0,NA,2020-2021
2021-02-06,province,ns,0,0,NA,2020-2021
2021-02-06,province,nl,0,0,NA,2020-2021
2021-02-06,province,nb,0,0,NA,2020-2021
2021-02-06,province,mb,0.2,0,NA,2020-2021
2021-02-06,province,ab,0,0,NA,2020-2021
2021-02-06,province,pe,0,0,NA,2020-2021
2021-02-06,territory,yt,NA,NA,NA,2020-2021
2021-02-06,territory,nu,0,0,NA,2020-2021
2021-02-06,territory,nt,0,0,NA,2020-2021
2021-02-06,province,sk,0,0,NA,2020-2021
2021-01-30,territory,nu,0,0,NA,2020-2021
2021-01-30,province,sk,1.09,0,NA,2020-2021
2021-01-30,province,pe,0,0,NA,2020-2021
2021-01-30,province,ns,0,0,NA,2020-2021
2021-01-30,province,nl,0,0,NA,2020-2021
2021-01-30,province,nb,0,0,NA,2020-2021
2021-01-30,province,mb,NA,NA,NA,2020-2021
2021-01-30,province,ab,0,0,NA,2020-2021
2021-01-30,territory,nt,0,0,NA,2020-2021
2021-01-30,territory,yt,NA,NA,NA,2020-2021
2021-01-23,province,pe,0.53,0,NA,2020-2021
2021-01-23,province,ns,0,0,NA,2020-2021
2021-01-23,province,nl,NA,NA,NA,2020-2021
2021-01-23,province,nb,0,0,NA,2020-2021
2021-01-23,province,mb,NA,NA,NA,2020-2021
2021-01-23,province,ab,0,0,NA,2020-2021
2021-01-23,territory,yt,NA,NA,NA,2020-2021
2021-01-23,territory,nu,0,0,NA,2020-2021
2021-01-23,territory,nt,0,0,NA,2020-2021
2021-01-23,province,sk,0,0,NA,2020-2021
2021-01-16,province,ns,0,0,NA,2020-2021
2021-01-16,province,nl,0.48,0,NA,2020-2021
2021-01-16,province,nb,0,0,NA,2020-2021
2021-01-16,province,mb,0.23,0,NA,2020-2021
2021-01-16,province,ab,0,0.06,NA,2020-2021
2021-01-16,province,pe,0,0,NA,2020-2021
2021-01-16,province,sk,0,0,NA,2020-2021
2021-01-16,territory,yt,0,0,NA,2020-2021
2021-01-16,territory,nu,0,0,NA,2020-2021
2021-01-16,territory,nt,0,0,NA,2020-2021
2021-01-09,province,mb,0.34,0,NA,2020-2021
2021-01-09,province,sk,0,0,NA,2020-2021
2021-01-09,province,pe,0,0,NA,2020-2021
2021-01-09,province,ns,0,0,NA,2020-2021
2021-01-09,province,nl,0,0,NA,2020-2021
2021-01-09,province,nb,0,0,NA,2020-2021
2021-01-09,territory,yt,0,0,NA,2020-2021
2021-01-09,territory,nu,0,0,NA,2020-2021
2021-01-09,territory,nt,0,0,NA,2020-2021
2021-01-09,province,ab,0,0,NA,2020-2021
2021-01-02,province,ns,0,0,NA,2020-2021
2020-12-26,province,nl,0,0,NA,2020-2021
2020-12-26,territory,nu,0,0,NA,2020-2021
2020-12-26,territory,nt,0,0,NA,2020-2021
2020-12-26,province,ns,0,0,NA,2020-2021
2020-12-26,province,nb,0,0,NA,2020-2021
2020-12-26,province,mb,0,0,NA,2020-2021
2021-01-02,province,nl,0.34,0,NA,2020-2021
2020-12-26,territory,yt,0,0,NA,2020-2021
2021-01-02,province,ab,0,0.04,NA,2020-2021
2020-12-26,province,sk,0,0,NA,2020-2021
2020-12-26,province,pe,0,0,NA,2020-2021
2021-01-02,province,mb,0.07,0,NA,2020-2021
2021-01-02,province,nb,0,0,NA,2020-2021
2020-12-26,province,ab,0,0,NA,2020-2021
2021-01-02,territory,yt,0,0,NA,2020-2021
2021-01-02,province,sk,0,0,NA,2020-2021
2021-01-02,territory,nt,0,0,NA,2020-2021
2021-01-02,territory,nu,0,0,NA,2020-2021
2021-01-02,province,pe,0,0,NA,2020-2021
2020-12-19,province,nb,0,0.04,NA,2020-2021
2020-12-19,province,ns,0,0,NA,2020-2021
2020-12-19,province,nl,0,0,NA,2020-2021
2020-12-19,province,mb,0.24,0,NA,2020-2021
2020-12-19,province,ab,0,0.03,NA,2020-2021
2020-12-19,territory,nt,0,0,NA,2020-2021
2020-12-19,province,sk,0,0,NA,2020-2021
2020-12-19,territory,yt,0,0,NA,2020-2021
2020-12-19,province,pe,0,0,NA,2020-2021
2020-12-19,territory,nu,0,0,NA,2020-2021
2020-12-12,province,sk,0,0,NA,2020-2021
2020-12-12,province,pe,0,0,NA,2020-2021
2020-12-12,territory,nt,0,0,NA,2020-2021
2020-12-12,territory,yt,0,0,NA,2020-2021
2020-12-12,territory,nu,0,0,NA,2020-2021
2020-12-12,province,ab,0,0,NA,2020-2021
2020-12-12,province,ns,0,0,NA,2020-2021
2020-12-12,province,nl,0,0,NA,2020-2021
2020-12-12,province,nb,0,0,NA,2020-2021
2020-12-12,province,mb,0.27,0.04,NA,2020-2021
2020-12-05,territory,nu,0,0,NA,2020-2021
2020-12-05,territory,nt,0,0,NA,2020-2021
2020-12-05,province,pe,0,0,NA,2020-2021
2020-12-05,province,nb,0,0,NA,2020-2021
2020-12-05,territory,yt,0,0,NA,2020-2021
2020-12-05,province,nl,0,0,NA,2020-2021
2020-12-05,province,ns,0,0,NA,2020-2021
2020-12-05,province,ab,0,0.02,NA,2020-2021
2020-12-05,province,sk,0.51,0,NA,2020-2021
2020-12-05,province,mb,0.22,0,NA,2020-2021
2020-11-28,province,ab,0,0,NA,2020-2021
2020-11-28,province,pe,0,0,NA,2020-2021
2020-11-28,province,ns,0,0,NA,2020-2021
2020-11-28,province,nl,0,0,NA,2020-2021
2020-11-28,province,nb,NA,NA,NA,2020-2021
2020-11-28,province,mb,0.09,0,NA,2020-2021
2020-11-28,province,sk,0,0,NA,2020-2021
2020-11-28,territory,yt,0,0.15,NA,2020-2021
2020-11-28,territory,nu,0,0,NA,2020-2021
2020-11-28,territory,nt,0,0,NA,2020-2021
2020-11-21,territory,nt,0,0,NA,2020-2021
2020-11-21,territory,nu,0,0,NA,2020-2021
2020-11-21,province,nb,0,0,NA,2020-2021
2020-11-21,province,mb,0.15,0,NA,2020-2021
2020-11-21,territory,yt,0,0,NA,2020-2021
2020-11-21,province,nl,0,0,NA,2020-2021
2020-11-21,province,ns,0,0,NA,2020-2021
2020-11-21,province,pe,0,0,NA,2020-2021
2020-11-21,province,sk,0,0,NA,2020-2021
2020-11-21,province,ab,0,0,NA,2020-2021
2020-11-14,province,ab,0,0,NA,2020-2021
2020-11-14,territory,yt,0,1.55,NA,2020-2021
2020-11-14,territory,nu,0,0,NA,2020-2021
2020-11-14,territory,nt,0,0,NA,2020-2021
2020-11-14,province,mb,0.27,0,NA,2020-2021
2020-11-14,province,pe,0,0,NA,2020-2021
2020-11-14,province,sk,0,0,NA,2020-2021
2020-11-14,province,ns,0,0,NA,2020-2021
2020-11-14,province,nl,0,0,NA,2020-2021
2020-11-14,province,nb,0,0,NA,2020-2021
2020-11-07,province,pe,4.76,0,NA,2020-2021
2020-11-07,province,ab,0,0,NA,2020-2021
2020-11-07,province,mb,0,0,NA,2020-2021
2020-11-07,province,nb,0,0,NA,2020-2021
2020-11-07,province,nl,0.37,0,NA,2020-2021
2020-11-07,province,ns,0,0,NA,2020-2021
2020-11-07,province,sk,0,0,NA,2020-2021
2020-11-07,territory,yt,0,1.57,NA,2020-2021
2020-11-07,territory,nt,0,0,NA,2020-2021
2020-11-07,territory,nu,0,0,NA,2020-2021
2020-10-31,territory,yt,0.97,1.94,NA,2020-2021
2020-10-31,territory,nu,0,0,NA,2020-2021
2020-10-31,territory,nt,0,0,NA,2020-2021
2020-10-31,province,mb,0.26,0,NA,2020-2021
2020-10-31,province,sk,0,0,NA,2020-2021
2020-10-31,province,nb,0,0,NA,2020-2021
2020-10-31,province,nl,0,0,NA,2020-2021
2020-10-31,province,pe,0,0,NA,2020-2021
2020-10-31,province,ns,0,0,NA,2020-2021
2020-10-31,province,ab,0,0,NA,2020-2021
2020-10-24,province,pe,0,0,NA,2020-2021
2020-10-24,territory,nu,0,0,NA,2020-2021
2020-10-24,territory,nt,0,0,NA,2020-2021
2020-10-24,territory,yt,0,0,NA,2020-2021
2020-10-24,province,mb,0.71,0,NA,2020-2021
2020-10-24,province,ns,0,0,NA,2020-2021
2020-10-24,province,sk,0,0,NA,2020-2021
2020-10-24,province,nb,0,0,NA,2020-2021
2020-10-24,province,nl,0,0,NA,2020-2021
2020-10-24,province,ab,0,0,NA,2020-2021
2020-10-17,province,nb,0,0,NA,2020-2021
2020-10-17,province,mb,0.87,0,NA,2020-2021
2020-10-17,province,nl,0,0,NA,2020-2021
2020-10-17,province,ns,0,0,NA,2020-2021
2020-10-17,province,sk,0,0,NA,2020-2021
2020-10-17,province,pe,0,0,NA,2020-2021
2020-10-17,territory,nt,0,0,NA,2020-2021
2020-10-17,territory,nu,0,0,NA,2020-2021
2020-10-17,territory,yt,0,0,NA,2020-2021
2020-10-17,province,ab,0,0,NA,2020-2021
2020-10-10,territory,yt,0,0,NA,2020-2021
2020-10-10,territory,nu,0,0,NA,2020-2021
2020-10-10,territory,nt,0,0,NA,2020-2021
2020-10-10,province,sk,0,0,NA,2020-2021
2020-10-10,province,ns,0,0,NA,2020-2021
2020-10-10,province,nl,0,0,NA,2020-2021
2020-10-10,province,nb,0,0,NA,2020-2021
2020-10-10,province,mb,0.55,0,NA,2020-2021
2020-10-10,province,pe,0,0,NA,2020-2021
2020-10-10,province,ab,0,0,NA,2020-2021
2020-10-03,province,sk,0,0,NA,2020-2021
2020-10-03,territory,nt,0,0,NA,2020-2021
2020-10-03,territory,nu,0,0,NA,2020-2021
2020-10-03,territory,yt,0,0,NA,2020-2021
2020-10-03,province,ns,0,0,NA,2020-2021
2020-10-03,province,mb,0.49,0,NA,2020-2021
2020-10-03,province,ab,0,0,NA,2020-2021
2020-10-03,province,pe,0,0,NA,2020-2021
2020-10-03,province,nb,0,0,NA,2020-2021
2020-10-03,province,nl,0.53,0,NA,2020-2021
2020-09-26,province,pe,0,0,NA,2020-2021
2020-09-26,territory,nt,0,0,NA,2020-2021
2020-09-26,province,mb,0,0,NA,2020-2021
2020-09-26,province,nb,0,0,NA,2020-2021
2020-09-26,province,ab,0,0,NA,2020-2021
2020-09-26,province,nl,0.31,0,NA,2020-2021
2020-09-26,province,ns,0,0,NA,2020-2021
2020-09-26,territory,yt,0,0,NA,2020-2021
2020-09-26,territory,nu,0,0,NA,2020-2021
2020-09-26,province,sk,0,0,NA,2020-2021
2020-09-19,province,sk,1.67,0,NA,2020-2021
2020-09-19,province,nb,0,0,NA,2020-2021
2020-09-19,province,nl,0,0,NA,2020-2021
2020-09-19,province,ns,0,0,NA,2020-2021
2020-09-19,province,mb,0.37,0,NA,2020-2021
2020-09-19,province,ab,0,0,NA,2020-2021
2020-09-19,territory,nu,0,0,NA,2020-2021
2020-09-19,territory,yt,0,0,NA,2020-2021
2020-09-19,province,pe,0,0,NA,2020-2021
2020-09-19,territory,nt,0,0,NA,2020-2021
2020-09-12,province,mb,0.26,0,NA,2020-2021
2020-09-12,province,nb,0,0,NA,2020-2021
2020-09-12,province,nl,0,0,NA,2020-2021
2020-09-12,province,ns,0,0,NA,2020-2021
2020-09-12,province,pe,0,0,NA,2020-2021
2020-09-12,province,ab,0,0,NA,2020-2021
2020-09-12,province,sk,0,0,NA,2020-2021
2020-09-12,territory,nu,0,0,NA,2020-2021
2020-09-12,territory,yt,0,0,NA,2020-2021
